Subject Activity tBodyAcc-mean()-X tBodyAcc-mean()-Y tBodyAcc-mean()-Z tBodyAcc-std()-X tBodyAcc-std()-Y tBodyAcc-std()-Z tGravityAcc-mean()-X tGravityAcc-mean()-Y tGravityAcc-mean()-Z tGravityAcc-std()-X tGravityAcc-std()-Y tGravityAcc-std()-Z tBodyAccJerk-mean()-X tBodyAccJerk-mean()-Y tBodyAccJerk-mean()-Z tBodyAccJerk-std()-X tBodyAccJerk-std()-Y tBodyAccJerk-std()-Z tBodyGyro-mean()-X tBodyGyro-mean()-Y tBodyGyro-mean()-Z tBodyGyro-std()-X tBodyGyro-std()-Y tBodyGyro-std()-Z tBodyAccMag-mean() tBodyAccMag-std() tBodyAccJerkMag-mean() tBodyAccJerkMag-std() tBodyGyroJerkMag-mean() tBodyGyroJerkMag-std() fBodyAcc-mean()-X fBodyAcc-mean()-Y fBodyAcc-mean()-Z fBodyAcc-std()-X fBodyAcc-std()-Y fBodyAcc-std()-Z fBodyAccJerk-mean()-X fBodyAccJerk-mean()-Y fBodyAccJerk-mean()-Z fBodyAccJerk-std()-X fBodyAccJerk-std()-Y fBodyAccJerk-std()-Z fBodyGyro-mean()-X fBodyGyro-mean()-Y fBodyGyro-mean()-Z fBodyGyro-std()-X fBodyGyro-std()-Y fBodyGyro-std()-Z fBodyAccMag-mean() fBodyAccMag-std() fBodyBodyAccJerkMag-mean() fBodyBodyAccJerkMag-std() fBodyBodyGyroMag-mean() fBodyBodyGyroMag-std() angle(X,gravityMean) angle(Y,gravityMean) angle(Z,gravityMean)
      7 WALKING_DOWNSTAIRS     0.2803071  -0.016633237   -0.09693831   0.066081560  -0.138179073   -0.06364024 -6.446843e-01   0.436971174     0.9306236  -0.129871673  -0.154935539    -0.9648760  -0.095465897   0.356845219    0.09689262 -1.910611e-02 -1.603904e-02   0.028503393 -4.179466e-01  0.4741112417 -0.1054096130  -0.049717461  0.1168947690    -0.4077441  0.2447513203 -0.4994207306 -0.1195124645  0.0811383347   0.156322120   0.041617449 -0.2088616964  0.2519182489    0.04434283  -0.145302311   -0.13921622   0.073011080   -0.53584592    -0.8858532  -0.030522669  -0.316236510   -0.29649490  -0.004262891    -0.6515004    -0.8911728   -0.33930147   -0.21444307   -0.29960027    -0.4327310   -0.82279502    -0.9181066  -0.422021408   -0.73664495   0.150242765   -0.15131672   0.259901814 -1.002180e-01    -0.7780275
      8 WALKING_DOWNSTAIRS     0.2834841  -0.021105867   -0.10759814   0.024139347   0.343826273    0.13371704 -3.055931e-01   0.139198542     0.9140235  -0.187610243  -0.141817935    -0.9457666   0.020444239  -0.103306970    0.11893809 -3.801938e-02 -3.943562e-02   0.250143725 -4.158562e-01 -0.0104686365 -0.1211896260  -0.050076017  0.1141438552    -0.2584309 -0.1038632050 -0.2624988371  0.0409143773 -0.0744066139   0.236160879  -0.163516342 -0.2336523046  0.0264807259    0.13659020   0.388412780    0.15958976  -0.026046326   -0.38571727    -0.6435068   0.214841403   0.220639688    0.05860969   0.172658982    -0.3143565    -0.6691888   -0.13074045    0.11609088    0.02774981    -0.3027351   -0.63145582    -0.8257910  -0.610261662   -0.84714337  -0.246028191   -0.58495803   0.265290535 -1.618715e-01    -0.7341802
      9 WALKING_DOWNSTAIRS     0.2959234  -0.020399427   -0.09102788   0.213392271  -0.208310706   -0.00771530 -6.831317e-01  -0.001036735     0.9384178  -0.035230465  -0.082276175    -0.9521412   0.046031124   0.211249326    0.13019304 -2.068660e-02  2.625689e-03   0.017623342 -2.498093e-01 -0.1466259920 -0.0916383011  -0.071259884  0.1168044007    -0.3964292  0.1533056398  0.1779675520  0.1675458426 -0.1634499384   0.048229097  -0.030225772 -0.0938393973 -0.0722065339    0.10312851  -0.183120455   -0.10370582   0.250488759   -0.46451749    -0.8914986  -0.064535434  -0.313643042   -0.29367779   0.009382243    -0.6521070    -0.8847938   -0.32504289   -0.31251220   -0.25068659    -0.4235588   -0.73730953    -0.9573215  -0.414211203   -0.73529622   0.145447920   -0.15514585   0.201647894 -7.119499e-02    -0.8743249
     10 WALKING_DOWNSTAIRS     0.2904016  -0.020005077   -0.11084860   0.295733548   0.004079154   -0.18355756  5.632343e-02  -0.094166133     0.9398074  -0.064616077   0.041871541    -0.9392676  -0.351867753  -0.021657375    0.10095939  1.078249e-02  1.526172e-04   0.223275806 -7.974722e-02 -0.1433464764 -0.1248395943  -0.106742539  0.0724433686    -0.3047454 -0.2154947945  0.0630922155  0.0235438078  0.0129445237   0.371101783  -0.321840355 -0.0245839331 -0.1850441819    0.21566527   0.009046604   -0.15772836   0.324957743   -0.68965307    -0.7590616   0.181419131  -0.119504296   -0.24067904   0.156912679    -0.7466316    -0.7625036   -0.21435028   -0.27249571    0.03913668    -0.3395144   -0.53385255    -0.8429448  -0.355337650   -0.64451829  -0.082168075   -0.39122672   0.277642296 -7.019178e-02    -0.8779150
     11 WALKING_DOWNSTAIRS     0.2916056  -0.017809772   -0.11107015   0.142456557   0.070812273   -0.32402694  2.425626e-01  -0.151313117     0.9417464  -0.200321943   0.132371685    -0.9544975  -0.112084076   0.403894246    0.08971687  2.522742e-02 -2.252089e-02  -0.083421265  9.447156e-02  0.1436682865 -0.1250686991  -0.026277535  0.0575244574    -0.3740690 -0.3103266522  0.0841890538 -0.1843425418  0.1478575852   0.001032622  -0.021009123 -0.0366739034 -0.1420101501    0.03519372   0.024750813   -0.37762476   0.179906764   -0.76740951    -0.9379993  -0.120463005  -0.177479240   -0.53022553  -0.128341631    -0.8671509    -0.9432499   -0.31877701   -0.52825452   -0.27345911    -0.3977228   -0.76857556    -0.9582448  -0.429937736   -0.72064817  -0.181327559   -0.53147097   0.297576120 -2.236721e-01    -0.7802459
     12 WALKING_DOWNSTAIRS     0.2815211  -0.018084267   -0.10955593   0.042408492   0.110835344   -0.42501741 -3.509714e-01   0.211461253     0.9498620  -0.178702175  -0.056105062    -0.9595040   0.039879678   0.176070995    0.06215003 -1.192892e-02  4.852624e-03   0.006319144 -3.475306e-01  0.1795416408 -0.1125315644  -0.042733669  0.0895434978    -0.3621431  0.0157088513 -0.1433078737 -0.0379521953  0.1164529282   0.336408727  -0.183861815  0.0164625559  0.0527357721    0.02350493   0.150510001   -0.40212122   0.048334707   -0.83490052    -0.9041874  -0.007014723   0.006394069   -0.45161432  -0.072311432    -0.8244053    -0.9052453   -0.17885617   -0.42063147   -0.21276736    -0.4223632   -0.78937636    -0.8591210  -0.447811248   -0.74824410   0.024950786   -0.30313310   0.380694037 -2.206403e-01    -0.8284741
     13 WALKING_DOWNSTAIRS     0.2949076  -0.014372384   -0.10199394  -0.068156363  -0.032125247   -0.15833315 -4.456703e-01   0.214456716     0.9418756  -0.211555113  -0.095082034    -0.9526431   0.206543724   0.300665264    0.10170454 -7.518682e-03 -2.529777e-02  -0.074090805 -3.903445e-01  0.1711750647 -0.1226722018  -0.023720572  0.1112842397    -0.4170142  0.0966547176 -0.2892790477 -0.0434552903  0.0110964139   0.042281023  -0.018601182 -0.2914127487  0.0300795338   -0.07266027  -0.036453525   -0.15117872  -0.068043622   -0.64533474    -0.8646418  -0.114851556  -0.207812348   -0.27613804  -0.114744976    -0.6205815    -0.8788390   -0.31967712   -0.13382889   -0.21290666    -0.4521904   -0.77494114    -0.9072230  -0.471936180   -0.76091115  -0.006714133   -0.31922657   0.261263762 -1.292057e-01    -0.7649658
     14 WALKING_DOWNSTAIRS     0.2934221  -0.020014141   -0.09283302   0.017831340   0.378870492    0.45157608 -6.930535e-01   0.385280626     0.8162964  -0.264254675  -0.392555882    -0.9190988   0.315928447   0.418637009    0.04286316  2.913394e-02  1.049526e-02   0.012959755 -1.666390e-01  0.1031779910 -0.0147079653  -0.094528841  0.0353344538    -0.3545516  0.0284893758 -0.4905795402  0.1293067584 -0.1407913241   0.248625346  -0.267813073  0.1810061235 -0.4462487410    0.02125416   0.371482470    0.28073595   0.014082609    0.06673889    -0.7643164  -0.033782046   0.164775056   -0.02487898  -0.030239637    -0.4550513    -0.7558131   -0.29531554    0.01320823    0.49241438    -0.3788829   -0.08162594    -0.8193101  -0.496092465   -0.79037541   0.100495539   -0.21637606   0.059739768  5.649801e-03    -0.5265503
     15 WALKING_DOWNSTAIRS     0.2801989  -0.005630478   -0.11052607   0.406471051   0.186532377   -0.28198218  1.302656e-01  -0.019828538     0.9323022  -0.167462317   0.078882241    -0.9428065  -0.160179391  -0.067638649    0.07114572  1.511590e-02 -1.002129e-02   0.134593836  9.663986e-02  0.1545426084 -0.1366186531  -0.034675573  0.0711758198    -0.3186925 -0.2675615389  0.0430385938  0.1496920709 -0.0825382179   0.115721670  -0.060463549  0.0488581720 -0.0565648884    0.23530983   0.167518100   -0.25981220   0.466325681   -0.74723992    -0.8861065   0.061968749  -0.026976942   -0.34537654   0.108062741    -0.7343707    -0.8816513   -0.22735957   -0.40233230   -0.18319480    -0.3516300   -0.72318335    -0.9284708  -0.424089703   -0.74047552  -0.046507482   -0.37545010   0.306097729 -1.308354e-01    -0.8294119
     16 WALKING_DOWNSTAIRS     0.2955868  -0.018389858   -0.11987371   0.207251998  -0.146993838    0.01143539 -6.535820e-01   0.085407821     0.9178184  -0.058483268  -0.225382496    -0.9577851   0.204877560   0.070119717    0.09078571 -1.481145e-02 -2.931226e-02  -0.101186927 -3.456373e-01  0.0903019766 -0.0225373370  -0.068264793  0.0835380057    -0.4541885  0.2476553862  0.0440638936 -0.1983616371  0.1539325703   0.311252684   0.004284849  0.0492839192  0.0405060627    0.03682635  -0.134598353   -0.04769426   0.266115492   -0.48370196    -0.8670718  -0.155444883  -0.289957855   -0.24197408  -0.125682818    -0.6051388    -0.8791592   -0.42084401   -0.47951298   -0.37500063    -0.4703735   -0.84342015    -0.9663835  -0.332650575   -0.63993946  -0.001163253   -0.32773982   0.126499396 -5.579494e-02    -0.7311514
     17 WALKING_DOWNSTAIRS     0.2939183  -0.016735940   -0.08924327   0.187719760  -0.060789204   -0.23106416 -5.873680e-01   0.165039585     0.9288176  -0.151077058  -0.160962986    -0.9500262  -0.047355752   0.107165052    0.11825086 -1.138262e-02 -9.398381e-03  -0.103436471 -2.526155e-01  0.1385348835  0.0677728391  -0.123517196  0.0162878746    -0.3704369  0.0301062581 -0.3603079304  0.0082984869 -0.0474094501  -0.034001616   0.027254188 -0.2279423471 -0.0601827675   -0.02262392  -0.130272515   -0.31808186   0.258941676   -0.67490117    -0.9523170  -0.215092049  -0.351268404   -0.49866846  -0.071876703    -0.7979770    -0.9543483   -0.31641296   -0.45112687   -0.40338039    -0.3931947   -0.85723285    -0.9686261  -0.402157556   -0.71580575  -0.190876600   -0.53562178  -0.079815457  7.399919e-03    -0.7545807
     18 WALKING_DOWNSTAIRS     0.2884395  -0.016866692   -0.10339081  -0.302634565  -0.254214046   -0.41861013 -3.297754e-01   0.243939885     0.9322775  -0.225809125  -0.049363673    -0.9604049   0.227744645   0.444092357    0.08090440 -7.570694e-04 -1.417699e-02  -0.387223932 -1.886982e-01  0.2531218390 -0.0576548656  -0.063621434  0.0987471683    -0.5024730  0.1168218030  0.0257652268 -0.0628484428  0.0386887605   0.072031450  -0.019097243 -0.0673298164 -0.1152629357   -0.35008679  -0.309049614   -0.50582436  -0.285535872   -0.82120152    -0.9654518  -0.412728287  -0.465982666   -0.62213590  -0.416050501    -0.8969862    -0.9658212   -0.48923227   -0.64152760   -0.44703070    -0.5139471   -0.86615280    -0.9757771  -0.391049618   -0.70299393   0.064724762   -0.23490741   0.124796232 -5.835284e-02    -0.7436057
     19 WALKING_DOWNSTAIRS     0.2626881  -0.014594228   -0.13369524   0.626917071   0.514816446    0.04932245 -2.517688e-01   0.264005806     0.8819409  -0.215018042  -0.126146869    -0.8997261   0.028762911   0.258308045    0.07309303 -3.868721e-02 -9.552025e-03   0.544273037 -1.755090e-01  0.0212193386 -0.2057754273   0.027470756  0.1639625108     0.2676572  0.0493781013 -0.1538638875  0.0863738605 -0.1081401199   0.248212367  -0.166645682 -0.0307253451 -0.0365655683    0.53701202   0.494457802    0.11065922   0.658506543   -0.45134780    -0.5593971   0.474317256   0.276716853    0.05959058   0.476803887    -0.2996628    -0.5624034    0.47496245    0.14708314    0.21067307     0.1966133   -0.55739511    -0.5831693  -0.516861217   -0.78525004  -0.205075514   -0.50408907   0.444101172 -4.652274e-02    -0.7418425
     20 WALKING_DOWNSTAIRS     0.2961444  -0.009641208   -0.10460293   0.074509879   0.616937015   -0.16093854 -2.258546e-01   0.042445919     0.9197266  -0.277419719  -0.028259158    -0.9404581   0.151418775   0.269753838    0.06950311  4.364496e-03 -2.534821e-03  -0.135699627 -1.573734e-01 -0.0509669916 -0.1113677476   0.013902340  0.1039004805    -0.2049396 -0.3455144925 -0.1067143139 -0.1306972598  0.1127349470  -0.044260036   0.103399965 -0.2018982606  0.1371978355   -0.03433100   0.524187687   -0.18809881   0.113033424   -0.63585759    -0.9294549  -0.199360431   0.205829017   -0.35622025  -0.147278593    -0.6495784    -0.9352494   -0.06295726   -0.13809795    0.25703784    -0.2533656   -0.32260440    -0.8975438  -0.435811806   -0.75112563   0.161957926   -0.13687175   0.271516811 -8.696610e-02    -0.7258886
     21 WALKING_DOWNSTAIRS     0.3014610  -0.017319539   -0.09816866   0.224343492   0.301336400   -0.07178936 -5.834113e-01   0.475656101     0.8726832  -0.356673290  -0.187870253    -0.9401948   0.230486697   0.286067546    0.09014529 -2.139985e-02 -1.255511e-02   0.002146557 -4.139179e-01  0.2394219224 -0.1263880236   0.016214530  0.1486100210    -0.4421486  0.0876586327 -0.2886406731 -0.0508128007  0.1500725870   0.289902160  -0.170146543 -0.0389664018 -0.0068702711    0.10432353   0.181138043   -0.07697131   0.266987751   -0.56646001    -0.8723186  -0.037789471  -0.107306348   -0.19683826  -0.046386790    -0.5187440    -0.8697849   -0.36674875   -0.30887987   -0.23822168    -0.4697901   -0.79245165    -0.9308188  -0.342793093   -0.67095532  -0.057209181   -0.38970302   0.345962371 -6.503926e-02    -0.6099970
     22 WALKING_DOWNSTAIRS     0.2844590  -0.019799937   -0.10741578   0.348618168   0.239812251   -0.32572272  7.131580e-02   0.257343430     0.9218206  -0.222215179   0.041298796    -0.9412423  -0.190939465   0.363882123    0.10158464  2.111261e-02  1.124990e-02   0.086913985  3.066798e-01  0.2406349966 -0.0779611213  -0.069715446  0.0500708761    -0.2373492  0.1433244288 -0.0157055228 -0.0666963496  0.1273479618   0.154740768  -0.037408560 -0.1454109608 -0.2265820869    0.19534841   0.225766561   -0.32279565   0.402891960   -0.77278800    -0.9095033   0.038336420  -0.003091553   -0.41953425   0.040461846    -0.8007065    -0.9124608   -0.09543493   -0.52500684   -0.19491570    -0.2845324   -0.74646785    -0.8917354  -0.258680671   -0.54911377  -0.263457139   -0.58170984   0.225831963  2.893125e-02    -0.7748815
     23 WALKING_DOWNSTAIRS     0.2898974  -0.016211146   -0.09881237   0.044139284   0.108259034    0.22989874 -5.164304e-01   0.238017139     0.9237114  -0.110028842  -0.153671532    -0.9507908  -0.079563711   0.054006585    0.05780106  3.750052e-02 -9.827171e-04   0.198947062 -3.382009e-01  0.3120484977 -0.0578230190  -0.085307746  0.0953602497    -0.4161330  0.3360854374 -0.3753743432 -0.0189584485 -0.0226349195   0.048443149  -0.069057823 -0.3669194281  0.1531645120    0.20542822   0.095943289    0.28051888  -0.028296248   -0.26862583    -0.6571310   0.201542909  -0.072450456    0.15777569   0.081958719    -0.2468241    -0.6502346   -0.21473071    0.32881701   -0.14126689    -0.4825983   -0.69000906    -0.8694971  -0.445465726   -0.72253705  -0.082145335   -0.39354963   0.139336003  2.634683e-02    -0.8165924
     24 WALKING_DOWNSTAIRS     0.2886312  -0.014573035   -0.10481882  -0.082732481  -0.102607327   -0.20556638 -3.568780e-01   0.056550359     0.9508834  -0.128326711  -0.140123155    -0.9618453  -0.009763502   0.030778421    0.08026198 -4.473163e-03 -8.469159e-03  -0.337218894  1.696196e-04 -0.2349499305 -0.0867069011  -0.054230025  0.1119736506    -0.4319191  0.0634894837  0.1249068589 -0.1793630034  0.2840167116   0.167771904  -0.110367304 -0.1914749696  0.1054620729   -0.22232429  -0.086182975   -0.17382508  -0.034908595   -0.68715685    -0.8598769  -0.376175795  -0.225824357   -0.25000018  -0.355930598    -0.5913009    -0.8668709   -0.27246921   -0.43347543   -0.39628665    -0.4848947   -0.87077410    -0.9587192  -0.418768047   -0.73984399   0.362137679    0.10607491   0.055150881 -3.792164e-02    -0.8198388
     25 WALKING_DOWNSTAIRS     0.2913297  -0.021017052   -0.10719238  -0.253756934  -0.140540604   -0.45797238  1.751151e-01  -0.343859116     0.9296275  -0.072427018   0.218795958    -0.9644701  -0.426076065   0.038790166    0.11065693 -1.954166e-02 -1.133488e-02  -0.501968388  3.398208e-01 -0.1527416445  0.0029911286  -0.101115076  0.0980750249    -0.2888248  0.1324583395 -0.0783626780 -0.1993472034  0.1331664938   0.058840260  -0.078085167  0.0923320353 -0.3153841021   -0.37224519  -0.196381054   -0.55609709  -0.213028874   -0.84518986    -0.9789913  -0.525789451  -0.415699644   -0.68684396  -0.522153341    -0.9238123    -0.9813625   -0.21779972   -0.63291635   -0.41031145    -0.3162521   -0.84211082    -0.9810653  -0.456244098   -0.76603461  -0.082112669   -0.41427116   0.019177076  5.063730e-02    -0.7799008
     26 WALKING_DOWNSTAIRS     0.2792846  -0.012625810   -0.10643962   0.173953850  -0.011629910   -0.28480768  2.806172e-01   0.071701931     0.9467973  -0.079900373   0.153906320    -0.9627220  -0.202909283   0.363082304    0.11147079 -7.131602e-03 -1.189114e-02  -0.128111641  2.549176e-01 -0.0740583055 -0.0107522082  -0.100382204  0.0822213996    -0.3313129  0.2101331074 -0.4435720996  0.0747527011 -0.0084989166  -0.005937865   0.065624673 -0.1181980381  0.0787700771    0.02280010  -0.006237000   -0.27964006   0.226783844   -0.74116814    -0.9174179  -0.201368098  -0.165552378   -0.36011461  -0.130825898    -0.6677039    -0.9199604   -0.12591815   -0.44312621   -0.22138883    -0.3981999   -0.77798913    -0.9515414  -0.369675761   -0.70626977   0.245702373   -0.04792667   0.032927335  2.992500e-02    -0.8435735
     27 WALKING_DOWNSTAIRS     0.2975442  -0.013556447   -0.11283769   0.167407531  -0.097971003   -0.24004078 -4.406444e-01   0.461153453     0.9313802  -0.166938775  -0.140047614    -0.9469752   0.407260253   0.464624839    0.09362732  1.598695e-02 -9.850348e-03  -0.003583389 -1.292674e-01  0.3981978999 -0.1598265519  -0.016313159  0.1526950276    -0.3637229  0.3073348964 -0.2608094173 -0.1173438664  0.1660667404   0.267302320  -0.147117352 -0.1495243513  0.1192048519    0.08298315  -0.062672957   -0.24160036   0.194912717   -0.70793202    -0.8831509  -0.043782626  -0.170975271   -0.34362640  -0.052281134    -0.7478510    -0.8822824   -0.29662861   -0.40213281   -0.14490490    -0.3909684   -0.73312464    -0.8581940  -0.376614890   -0.66787285  -0.131222702   -0.44385724   0.322535211 -1.656754e-01    -0.7762719
     28 WALKING_DOWNSTAIRS     0.2936421  -0.022023047   -0.10858897   0.125712888   0.156496647   -0.34103181 -2.953462e-01   0.205794753     0.9292917  -0.235897105  -0.121477256    -0.9569215   0.098298316   0.055424640    0.09726535  1.434509e-02  1.239501e-03  -0.016765223  4.976933e-02 -0.0205421796 -0.1410963095   0.007105643  0.1386224256    -0.2681063 -0.0151528925 -0.2881394830  0.0003566351  0.0211508283   0.133494582  -0.093218577 -0.0248728122 -0.1329069400    0.08907218   0.186441734   -0.30816163   0.137797083   -0.78602813    -0.8750426  -0.026867698  -0.012703972   -0.36528743  -0.098011229    -0.7741963    -0.8709909   -0.02999700   -0.21710016   -0.18439234    -0.3454533   -0.76353224    -0.9081763  -0.477952428   -0.76664221  -0.098966138   -0.44362593   0.272631873 -1.685324e-01    -0.7504815
     29 WALKING_DOWNSTAIRS     0.2931404  -0.014941215   -0.09813400   0.167383602  -0.122463467   -0.22317800  4.403864e-02  -0.043511273     0.9484862  -0.076096295   0.091965045    -0.9417362  -0.354126251   0.388268055    0.06368720  6.210170e-04 -1.406430e-02  -0.023952574  1.825566e-01  0.0505664788 -0.0374126071  -0.085104589  0.0822244075    -0.2820773 -0.3086086101  0.0110245213 -0.2156215273  0.2350673945   0.182369814  -0.193296013 -0.1280927386  0.0198516693    0.11066320  -0.021229372   -0.26669215   0.187438624   -0.69817794    -0.8936777  -0.038245821  -0.097785066   -0.41117345  -0.098637916    -0.8178021    -0.8939343   -0.18941800   -0.46312503   -0.19922589    -0.3191231   -0.76897149    -0.8933430  -0.226997016   -0.51318463  -0.090142302   -0.44086483   0.125170538 -1.138828e-01    -0.8964440
     30 WALKING_DOWNSTAIRS     0.2831906  -0.017438390   -0.09997814  -0.057770316  -0.027262808   -0.21727569 -1.321240e-01  -0.044984136     0.9580005  -0.126710372   0.028808167    -0.9588904  -0.159803949   0.042957273    0.08839330 -7.561108e-03 -1.183014e-02  -0.226643901 -1.424846e-01  0.0470085809 -0.0745591302  -0.069311241  0.0895767797    -0.2659232  0.0959195125  0.0038321710 -0.1964418339  0.1677035899   0.252308239  -0.130896878 -0.0997482458  0.0112205290   -0.10696696  -0.021663705   -0.25806737  -0.040525709   -0.69109271    -0.8967885  -0.234923147  -0.224992780   -0.39968869  -0.289802729    -0.8012546    -0.8929866   -0.26306163   -0.34806512   -0.26372076    -0.2783866   -0.74791990    -0.9652310  -0.483525325   -0.78259823  -0.054965749   -0.39975522   0.081133813 -1.089736e-01    -0.8831362
      1   WALKING_UPSTAIRS     0.2554617  -0.023953149   -0.09730200  -0.354708025  -0.002320265   -0.01947924 -1.770081e-01   0.161628110     0.8933511  -0.362153364  -0.075402940    -0.9563670  -0.372828727  -0.178003749    0.10137273  1.948631e-02 -4.556254e-02  -0.446843888 -1.693776e-01  0.3129096997  0.0505493798  -0.166170015  0.0583595464    -0.5448711 -0.3019085905 -0.2407626047 -0.1373597477  0.0963139011  -0.049197680  -0.097746606 -0.1409118489 -0.1635643220   -0.40432178  -0.190976721   -0.43334970  -0.337428189   -0.50250688    -0.9796272  -0.479875246  -0.413444588   -0.68547435  -0.461907026    -0.9227556    -0.9807865   -0.49261167   -0.31947461   -0.45359721    -0.5658925   -0.87478585    -0.9711692  -0.285599667   -0.59621674  -0.363579661   -0.68685336  -0.194699963  6.568357e-02    -0.6471957
      2   WALKING_UPSTAIRS     0.2471648  -0.021412113   -0.15251390  -0.304376406   0.108027280   -0.11212102 -4.116308e-01   0.181539810     0.7907174  -0.416214890  -0.195888239    -0.9344077   0.203143954  -0.169191851    0.07445078 -9.709855e-03  1.948144e-02  -0.276121886 -1.385570e-01  0.3077736635 -0.0576912635  -0.032088310  0.0688374022    -0.4392531  0.1574097324 -0.2886359385  0.0751369210 -0.0506586726   0.319991630  -0.196316289  0.1407928296 -0.0062909250   -0.26672093   0.009924459   -0.28100199  -0.320582414   -0.58020894    -0.9489105  -0.258639440  -0.187842132   -0.52272806  -0.365415441    -0.8451515    -0.9516888   -0.33164358   -0.48808612   -0.24860112    -0.4763588   -0.62846275    -0.8858869  -0.467851154   -0.75713349  -0.223830449   -0.58156444   0.015381561 -8.103130e-02    -0.4776989
      3   WALKING_UPSTAIRS     0.2608199  -0.032410941   -0.11006486  -0.313123438   0.011628081   -0.36975460 -2.969648e-01   0.313487332     0.8835334  -0.382851154  -0.162943955    -0.9440408   0.303960852   0.091883002    0.04268810  3.972493e-02  2.082055e-02  -0.458364617 -1.162184e-01  0.3544351845  0.0721980309  -0.139275406  0.0215603697    -0.4560393 -0.1159033707 -0.1280138810 -0.0743172053 -0.0463347494   0.101327658  -0.134843175 -0.1350083112 -0.1759880724   -0.39200421  -0.078809416   -0.50449453  -0.285333024   -0.79146586    -0.9781831  -0.478434306  -0.283772547   -0.67731453  -0.486446510    -0.9251014    -0.9794260   -0.37821668   -0.63729351   -0.43150336    -0.4848210   -0.86917650    -0.9676710  -0.422657510   -0.69730317  -0.165041333   -0.47145317  -0.263078223  3.039925e-02    -0.6009714
      4   WALKING_UPSTAIRS     0.2708767  -0.031980430   -0.11421946  -0.204933043  -0.066689911   -0.37213778  1.695100e-01  -0.093561801     0.9462643  -0.232944305   0.084167538    -0.9584952  -0.441064849   0.142926607    0.05609719  2.340190e-02  3.402808e-03  -0.380488027  3.926610e-01 -0.1413846757  0.0393825199  -0.085947168  0.0843753843    -0.4544310  0.3042266462 -0.0566491326 -0.1257999480  0.1638439265  -0.024824468   0.074712992 -0.0523798551 -0.1709883047   -0.29448827  -0.117109161   -0.52465572  -0.173217219   -0.79497188    -0.9704013  -0.418304647  -0.297805187   -0.69010693  -0.396762585    -0.9440697    -0.9723867   -0.37106899   -0.68431020   -0.35076574    -0.4835487   -0.79690522    -0.9199196  -0.203767378   -0.51531567  -0.361655784   -0.68985561  -0.246559359  5.351725e-02    -0.7754835
      5   WALKING_UPSTAIRS     0.2684595  -0.032526976   -0.10747145  -0.045723778   0.185022459   -0.30893898 -1.134168e-03   0.292205190     0.9368218  -0.265942569  -0.023203536    -0.9535800  -0.185557102   0.106622183    0.07954435  1.401304e-02 -2.559095e-02  -0.223896564 -1.695392e-01  0.1652271019  0.0395191121  -0.117195552  0.0424442819    -0.4433423 -0.0758236221 -0.0052196675 -0.0065178542  0.0599659929   0.086049013  -0.107791091 -0.0866436407 -0.0344257469   -0.16148534   0.072890316   -0.45747068  -0.004738197   -0.75261609    -0.9594806  -0.289725470  -0.196817921   -0.60671746  -0.225327843    -0.8914151    -0.9631743   -0.26361510   -0.51660905   -0.13980139    -0.5016856   -0.73526027    -0.8992047  -0.219670625   -0.51974568  -0.257141162   -0.56368287  -0.293346476  1.124469e-01    -0.7543463
      6   WALKING_UPSTAIRS     0.2682294  -0.027242539   -0.12208244  -0.050135019   0.189276117   -0.35351951 -2.219423e-01   0.056952618     0.9136322  -0.340732609  -0.018460896    -0.9593994   0.438586861   0.404808186    0.07210675  3.713434e-03 -2.378166e-03  -0.180301156 -3.245974e-01  0.0991435570 -0.0767406826  -0.051898199  0.0664234026    -0.3219737 -0.3211497671 -0.0811691955 -0.1588517284  0.1524285414   0.065498842  -0.113890189 -0.0862272071 -0.2377293504   -0.13107537   0.097803510   -0.42724810  -0.021133563   -0.77719459    -0.9599502  -0.244812770  -0.122991594   -0.54931462  -0.186815074    -0.8020394    -0.9610666   -0.11506501   -0.32965378   -0.04641421    -0.3902481   -0.67054250    -0.9063271  -0.342725667   -0.66667447  -0.024646819   -0.33833083   0.128194466 -9.936536e-02    -0.6790960
      7   WALKING_UPSTAIRS     0.2487069  -0.027563901   -0.14376969  -0.294872974  -0.326160023   -0.14566503 -2.694938e-01   0.354356694     0.8187466  -0.240950944  -0.403599710    -0.9328231   0.570946647   0.057924840    0.07246499 -8.123871e-04 -7.451967e-05  -0.415153116 -1.867914e-02  0.3410221327 -0.1387781080  -0.002471620  0.1392170715    -0.3638532  0.1427725344 -0.2417125208 -0.0636661955  0.1751345777   0.220899971  -0.090491164 -0.0323605947 -0.0318879621   -0.33619943  -0.381590523   -0.31746102  -0.279870086   -0.61954923    -0.9668639  -0.454647882  -0.537075670   -0.58176453  -0.426974026    -0.8566266    -0.9735287   -0.38388934   -0.56792027   -0.40815027    -0.3686370   -0.77664114    -0.9804869  -0.260040342   -0.60685378  -0.144717245   -0.47839748   0.106104407 -1.176973e-01    -0.5193124
